anomalia	position	words_count	accent_vowels	tf_idf	pos	names	punctuation_in_the_middle	question	negation	line_sentence	numerals	subject	verbs	adjectives	adverbs	personal_pronomen	prepositions	part	conjunction	conj_constructions	o	u	a	e	i	y	prev_word_count	prev_accent_vowels	prev_tf_idf	prev_names	prev_punctuantion_in_the_middle	prev_question	prev_negation	prev_line_sentence	prev_numerals	prev_subject	prev_verbs	prev_adjectives	prev_adverbs	prev_personal_pronomen	prev_prepositions	prev_part	prev_conjunction	prev_conj_constructions	prev_ikt_schema	prev_o	prev_u	prev_a	prev_e	prev_i	prev_y	post_word_count	post_accent_vowels	post_tf_idf	post_names	post_punctuantion_in_the_middle	post_question	post_negation	post_line_sentence	post_numerals	post_subject	post_verbs	post_adjectives	post_adverbs	post_personal_pronomen	post_prepositions	post_part	post_conjunction	post_conj_constructions	post_ikt_schema	post_o	post_u	post_a	post_e	post_i	post_y
0	p1	7	аэоэыа	2	MPSMSVV	1	1	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	2	0	1	38	ииаээыоааоиаааэоооаиэоииаыиыиэ	4	3	1	0	0	1	0	18	6	2	0	5	3	0	3	0	0	6	0	2	5	8	3	39	оиэауооыоаоиаыииаоаэуоаэааэоыэ	4	2	2	0	1	1	0	11	8	5	1	4	2	1	3	0	0	8	2	5	5	4	3
0	p1	7	оиэауо	0	VSSASMM	1	1	0	0	0	0	3	1	1	0	1	0	0	0	0	2	1	1	1	1	0	39	аэоэыаииаээыоааоиаааэоооаиэоии	2	2	2	0	0	1	0	16	7	2	0	5	4	0	2	0	0	7	0	2	6	6	2	41	оыоаоиаыииаоаэуоаэааэоыэоиаооо	4	2	1	0	1	2	0	12	7	5	2	3	5	1	3	0	0	10	1	5	4	4	3
0	p1	7	оыоаои	1	SVMVASS	1	0	0	0	0	0	3	2	1	0	1	0	0	0	0	3	0	1	0	1	1	37	оиэауоаэоэыаииаээыоааоиаааэооо	2	3	3	0	0	0	0	14	7	3	0	5	2	0	2	0	0	8	1	3	6	4	2	42	аыииаоаэуоаэааэоыэоиаоооооаэоо	3	1	1	0	1	2	0	11	7	5	2	3	6	1	3	0	0	11	1	5	5	3	2
0	p1	7	аыииао	3	VBCSVAM	0	0	0	0	0	0	1	2	1	1	0	0	0	1	0	1	0	1	0	2	1	36	оыоаоиоиэауоаэоэыаииаээыоааоиа	3	4	3	0	0	0	0	15	7	3	0	5	2	0	1	0	0	8	1	3	5	5	3	44	аэуоаэааэоыэоиаоооооаэооиэоиоу	0	3	1	0	1	2	0	12	7	4	1	6	7	1	3	0	0	12	2	4	6	3	1
0	p1	9	аэуоаэ	0	SCSRVPAMS	0	0	0	1	1	0	3	1	1	0	0	1	1	1	0	1	1	1	2	0	0	34	аыииаооыоаоиоиэауоаэоэыаииаээы	6	3	2	0	0	0	0	12	8	4	1	3	1	0	1	0	0	7	1	4	5	6	4	44	ааэоыэоиаоооооаэооиэоиоууауаэо	0	3	1	0	0	2	0	12	7	5	1	6	8	0	3	0	0	12	3	5	5	3	1
0	p1	9	ааэоыэ	0	MVPASMCMV	0	1	0	0	0	0	1	2	1	0	2	1	0	1	0	1	0	1	2	0	1	37	аэуоаэаыииаооыоаоиоиэауоаэоэыа	6	3	2	0	1	1	0	12	8	4	1	2	2	1	2	0	0	8	2	4	5	4	3	45	оиаоооооаэооиэоиоууауаэоаиэаиаа	0	4	0	0	0	2	1	14	6	5	1	5	8	1	2	0	5	11	3	5	4	5	0
0	p1	9	оиаооо	0	BPSPSPASS	1	0	0	0	1	0	4	0	1	1	0	3	0	0	0	4	0	1	0	1	0	39	ааэоыэаэуоаэаыииаооыоаоиоиэауо	4	2	2	0	1	1	0	11	8	5	1	4	2	1	3	0	0	8	2	5	5	4	3	45	ооаэооиэоиоууауаэоаиэаиааыиэуоу	0	3	0	0	0	1	1	12	7	4	1	5	7	1	3	0	5	8	5	4	5	5	1
0	p1	8	ооаэоо	0	SMVPASVM	0	0	0	0	0	0	2	2	1	0	1	1	0	0	0	4	0	1	1	0	0	41	оиаоооааэоыэаэуоаэаыииаооыоаои	4	2	1	0	1	2	0	12	7	5	2	3	5	1	3	0	0	10	1	5	4	4	3	46	иэоиоууауаэоаиэаиааыиэуоуоээаээ	0	3	0	0	0	1	1	12	6	4	1	5	8	1	4	0	5	5	5	4	8	5	1
0	p1	9	иэоиоу	0	PMVSVSCMM	2	0	0	0	0	0	2	2	0	0	3	1	0	1	0	2	1	0	1	2	0	42	ооаэоооиаоооааэоыэаэуоаэаыииао	3	1	1	0	1	2	0	11	7	5	2	3	6	1	3	0	0	11	1	5	5	3	2	46	уауаэоаиэаиааыиэуоуоээаэээуоаыо	0	1	0	0	0	2	1	14	4	5	1	2	10	1	4	0	5	5	5	5	8	3	2
0	p1	9	уауаэо	0	SVPSCPASA	0	0	0	0	1	0	3	1	2	0	0	2	0	1	0	1	2	2	1	0	0	44	иэоиоуооаэоооиаоооааэоыэаэуоаэ	0	3	1	0	1	2	0	12	7	4	1	6	7	1	3	0	0	12	2	4	6	3	1	47	аиэаиааыиэуоуоээаэээуоаыоэоииау	0	1	0	0	0	1	1	13	5	4	1	4	10	1	4	0	5	5	4	4	8	5	2
1	p1	10	аиэаиаа	0	MRSSVPMDAS	1	0	0	0	0	1	3	1	1	0	1	1	1	0	0	0	0	1	1	2	0	44	уауаэоиэоиоуооаэоооиаоооааэоыэ	0	3	1	0	0	2	0	12	7	5	1	6	8	0	3	0	0	12	3	5	5	3	1	45	ыиэуоуоээаэээуоаыоэоииауаэооиэ	1	0	0	0	0	1	0	14	4	4	2	3	9	0	6	0	0	7	4	4	9	4	2
0	p1	9	ыиэуоу	0	PVBSDCPSM	0	0	0	0	0	0	2	1	0	1	0	2	0	1	0	1	2	0	1	1	1	45	аиэаиаауауаэоиэоиоуооаэоооиаооо	0	4	0	0	0	2	1	14	6	5	1	5	8	1	2	0	5	11	3	5	4	5	0	45	оээаэээуоаыоэоииауаэооиэоаиоыа	1	0	0	0	0	1	0	14	4	6	1	4	9	0	6	0	0	8	2	6	8	4	2
0	p1	9	оээаээ	0	PVMPSASCD	0	0	0	0	0	0	2	1	1	0	1	2	0	1	0	1	0	1	4	0	0	45	ыиэуоуаиэаиаауауаэоиэоиоуооаэоо	0	3	0	0	0	1	1	12	7	4	1	5	7	1	3	0	5	8	5	4	5	5	1	43	эуоаыоэоииауаэооиэоаиоыаааооэа	5	0	0	0	0	1	0	15	3	7	2	3	8	0	5	0	0	9	2	7	5	4	2
0	p1	9	эуоаыо	0	PASCPSSPS	0	0	0	0	1	0	4	0	1	0	0	3	0	1	0	2	1	1	1	0	1	46	оээаээыиэуоуаиэаиаауауаэоиэоиоу	0	3	0	0	0	1	1	12	6	4	1	5	8	1	4	0	5	5	5	4	8	5	1	41	эоииауаэооиэоаиоыаааооэаоыаоэо	7	1	0	0	0	0	0	13	5	6	3	3	6	0	5	0	0	10	1	6	5	4	2
0	p1	10	эоииау	0	PSAMVCVPSM	0	0	0	0	0	0	2	2	1	0	2	2	0	1	0	1	1	1	1	2	0	46	эуоаыооээаээыиэуоуаиэаиаауауаэо	0	1	0	0	0	2	1	14	4	5	1	2	10	1	4	0	5	5	5	5	8	3	2	40	аэооиэоаиоыаааооэаоыаоэоаиэаоо	7	2	1	0	0	0	0	13	5	6	4	1	5	0	6	0	0	11	0	6	5	3	2
0	p1	8	аэооиэ	1	SSCSCASB	0	0	0	0	0	0	4	0	1	1	0	0	0	2	0	2	0	1	2	1	0	47	эоииауэуоаыооээаээыиэуоуаиэаиаа	0	1	0	0	0	1	1	13	5	4	1	4	10	1	4	0	5	5	4	4	8	5	2	42	оаиоыаааооэаоыаоэоаиэаоооаооаа	6	2	2	0	0	0	0	11	6	6	5	2	7	0	5	0	0	12	0	6	3	2	2
0	p1	9	оаиоыа	0	MPSVASCPA	0	0	0	0	0	0	2	1	2	0	1	2	0	1	0	2	0	2	0	1	1	45	аэооиээоииауэуоаыооээаээыиэуоу	1	0	0	0	0	1	0	14	4	4	2	3	9	0	6	0	0	7	4	4	9	4	2	41	ааооэаоыаоэоаиэаоооаооааэыаааа	8	2	2	0	0	0	0	12	7	5	5	1	6	0	5	0	0	10	0	5	4	1	2
0	p1	7	ааооэа	4	SBASPSA	0	0	0	0	0	0	3	0	2	1	0	1	0	0	0	2	0	2	1	0	0	45	оаиоыааэооиээоииауэуоаыооээаээ	1	0	0	0	0	1	0	14	4	6	1	4	9	0	6	0	0	8	2	6	8	4	2	42	оыаоэоаиэаоооаооааэыааааааоыоа	5	2	2	0	0	1	0	12	9	3	5	1	6	0	6	0	0	10	0	3	3	1	3
0	p1	7	оыаоэо	2	PSVCVSB	1	0	0	0	0	0	2	2	0	1	0	1	0	1	0	3	0	0	1	0	1	43	ааооэаоаиоыааэооиээоииауэуоаыо	5	0	0	0	0	1	0	15	3	7	2	3	8	0	5	0	0	9	2	7	5	4	2	42	аиэаоооаооааэыааааааоыоаоооаээ	5	2	2	0	0	1	0	13	8	4	4	1	6	0	5	0	0	10	0	4	4	1	2
0	p1	9	аиэаоо	0	VCVSPSACB	1	1	0	0	0	0	2	2	1	1	0	1	0	2	0	2	0	1	1	1	0	41	оыаоэоааооэаоаиоыааэооиээоииау	7	1	0	0	0	0	0	13	5	6	3	3	6	0	5	0	0	10	1	6	5	4	2	40	оаооааэыааааааоыоаоооаээоуаоэо	10	1	1	0	0	2	0	13	6	7	3	1	6	0	3	0	0	11	1	7	4	0	2
0	p1	10	оаооаа	0	VMPBASCPSB	0	1	0	0	0	0	2	1	1	2	1	2	0	1	0	3	0	1	0	0	0	40	аиэаоооыаоэоааооэаоаиоыааэооиэ	7	2	1	0	0	0	0	13	5	6	4	1	5	0	6	0	0	11	0	6	5	3	2	37	эыааааааоыоаоооаээоуаоэоыооэаа	13	1	0	0	0	2	0	14	5	8	2	0	4	0	3	0	0	10	1	8	5	0	3
0	p1	8	эыаааа	2	VSCSVPAS	0	0	0	0	0	0	3	2	1	0	0	1	0	1	0	0	0	1	1	0	1	42	оаооаааиэаоооыаоэоааооэаоаиоыа	6	2	2	0	0	0	0	11	6	6	5	2	7	0	5	0	0	12	0	6	3	2	2	35	ааоыоаоооаээоуаоэоыооэааииоаэу	15	1	0	0	0	2	0	12	4	9	3	1	3	0	2	0	0	11	2	9	5	2	2
0	p1	8	ааоыоа	1	BVPSCVSS	0	0	0	0	1	0	3	2	0	1	0	1	0	1	0	2	0	0	0	0	1	41	эыааааоаооаааиэаоооыаоэоааооэа	8	2	2	0	0	0	0	12	7	5	5	1	6	0	5	0	0	10	0	5	4	1	2	34	оооаээоуаоэоыооэааииоаэууиааоа	17	1	0	0	0	1	0	11	4	9	4	1	3	0	1	0	0	10	3	9	5	3	1
0	p1	7	оооаээ	2	MSAVSPS	1	0	0	0	0	0	3	1	1	0	0	1	0	0	0	3	0	1	2	0	0	42	ааоыоаэыааааоаооаааиэаоооыаоэо	5	2	2	0	0	1	0	12	9	3	5	1	6	0	6	0	0	10	0	3	3	1	3	35	оуаоэоыооэааииоаэууиааоауаауау	16	0	0	0	0	1	0	11	5	9	4	1	2	0	2	0	0	7	6	9	3	3	1
0	p1	7	оуаоэо	5	SAAPASA	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	3	1	4	1	0	0	42	оооаээааоыоаэыааааоаооаааиэаоо	5	2	2	0	0	1	0	13	8	4	4	1	6	0	5	0	0	10	0	4	4	1	2	34	ыооэааииоаэууиааоауаауауаоаоуо	15	0	0	0	0	0	0	11	6	6	4	1	2	0	2	0	0	7	6	6	2	3	1
0	p1	7	ыооэаа	3	BCSASSA	0	0	0	0	0	0	3	0	2	1	0	0	0	1	0	2	0	2	1	0	1	40	оуаоэооооаээааоыоаэыааааоаооаа	10	1	1	0	0	2	0	13	6	7	3	1	6	0	3	0	0	11	1	7	4	0	2	35	ииоаэууиааоауаауауаоаоуоаоаыоэ	13	0	1	0	0	0	0	9	8	5	5	2	2	0	2	0	0	7	6	5	2	3	1
0	p1	6	ииоаэу	4	AASVMB	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1	2	1	2	0	37	ыооэааоуаоэооооаээааоыоаэыаааа	13	1	0	0	0	2	0	14	5	8	2	0	4	0	3	0	0	10	1	8	5	0	3	38	уиааоауаауауаоаоуоаоаыоээаэоао	9	0	1	0	1	0	0	10	8	4	4	2	4	2	2	0	0	8	5	4	3	1	1
0	p1	7	уиааоа	3	BPSVSBV	0	0	0	0	0	0	2	2	0	2	0	1	0	0	0	1	1	0	0	1	0	35	ииоаэуыооэааоуаоэооооаээааоыоа	15	1	0	0	0	2	0	12	4	9	3	1	3	0	2	0	0	11	2	9	5	2	2	39	уаауауаоаоуоаоаыоээаэоаоаиыаэо	8	0	1	0	1	0	0	10	8	4	3	3	4	2	2	0	0	8	4	4	4	1	2
0	p1	8	уаауау	1	SMSVSVCA	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0	0	3	1	0	0	0	34	уиааоаииоаэуыооэааоуаоэооооаээ	17	1	0	0	0	1	0	11	4	9	4	1	3	0	1	0	0	10	3	9	5	3	1	37	аоаоуоаоаыоээаэоаоаиыаэоуааоыо	12	0	1	0	1	0	0	9	7	6	3	3	4	2	1	0	0	10	2	6	4	1	3
0	p1	6	аоаоуо	4	PSVMAS	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	3	1	1	0	0	0	35	уаауаууиааоаииоаэуыооэааоуаоэо	16	0	0	0	0	1	0	11	5	9	4	1	2	0	2	0	0	7	6	9	3	3	1	38	аоаыоээаэоаоаиыаэоуааоыооаэаэу	12	0	1	0	1	0	0	9	8	6	4	3	4	2	1	0	0	8	2	6	6	1	3
0	p1	8	аоаыоэ	1	VBBVMCSA	0	1	0	0	0	0	1	2	1	2	1	0	0	1	0	2	0	1	1	0	1	34	аоаоуоуаауаууиааоаииоаэуыооэаа	15	0	0	0	0	0	0	11	6	6	4	1	2	0	2	0	0	7	6	6	2	3	1	37	эаэоаоаиыаэоуааоыооаэаэуаыоиаа	14	0	0	0	1	0	0	10	8	6	3	2	4	2	1	0	0	7	2	6	5	2	3
0	p1	9	эаэоао	0	PASMRVRPS	0	0	0	1	0	0	2	1	1	0	1	2	2	0	0	2	0	1	2	0	0	35	аоаыоэаоаоуоуаауаууиааоаииоаэу	13	0	1	0	0	0	0	9	8	5	5	2	2	0	2	0	0	7	6	5	2	3	1	36	аиыаэоуааоыооаэаэуаыоиааыаыэоо	15	0	0	0	0	1	0	9	10	6	4	2	2	1	1	0	0	7	2	6	4	2	5
0	p1	8	аиыаэо	2	MMBSVVPS	0	0	0	0	0	0	2	2	0	1	1	1	0	0	0	1	0	0	1	1	1	38	эаэоаоаоаыоэаоаоуоуаауаууиааоа	9	0	1	0	1	0	0	10	8	4	4	2	4	2	2	0	0	8	5	4	3	1	1	34	уааоыооаэаэуаыоиааыаыэоооаааээ	17	0	0	0	0	1	0	10	8	8	3	1	1	1	2	0	0	7	2	8	5	1	4
0	p1	6	уааоыо	5	SVAASA	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	2	1	3	0	0	1	39	аиыаэоэаэоаоаоаыоэаоаоуоуаауау	8	0	1	0	1	0	0	10	8	4	3	3	4	2	2	0	0	8	4	4	4	1	2	37	оаэаэуаыоиааыаыэоооаааээуаиэуо	12	1	1	0	0	1	0	11	9	6	3	1	2	1	3	0	0	6	3	6	6	2	3
0	p2	7	оаэаэу	4	BVSVSPA	0	0	0	0	0	0	2	2	1	1	0	1	0	0	0	1	1	1	2	0	0	37	уааоыоаиыаэоэаэоаоаоаыоэаоаоуо	12	0	1	0	1	0	0	9	7	6	3	3	4	2	1	0	0	10	2	6	4	1	3	37	аыоиааыаыэоооаааээуаиэуоэаиаао	9	2	1	0	0	2	0	13	9	5	2	1	2	1	3	0	0	6	2	5	5	3	3
0	p2	7	аыоиаа	3	VSCBAVS	0	0	0	0	0	0	2	2	1	1	0	0	0	1	0	1	0	1	0	1	1	38	оаэаэууааоыоаиыаэоэаэоаоаоаыоэ	12	0	1	0	1	0	0	9	8	6	4	3	4	2	1	0	0	8	2	6	6	1	3	36	ыаыэоооаааээуаиэуоэаиааоиоаоао	11	2	1	0	0	2	0	13	9	5	1	1	2	1	2	0	0	8	2	5	5	3	2
0	p2	8	ыаыэоо	1	BRVMVVSA	0	0	0	0	1	0	1	3	1	1	1	0	1	0	0	2	0	1	1	0	2	37	аыоиааоаэаэууааоыоаиыаэоэаэоао	14	0	0	0	1	0	0	10	8	6	3	2	4	2	1	0	0	7	2	6	5	2	3	35	оаааээуаиэуоэаиааоиоаоаооэуиэо	14	2	2	0	0	1	1	14	7	6	0	1	2	0	2	0	0	8	3	6	6	4	0
0	p2	6	оаааээ	4	CSSASA	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	1	0	2	2	0	0	36	ыаыэооаыоиааоаэаэууааоыоаиыаэо	15	0	0	0	0	1	0	9	10	6	4	2	2	1	1	0	0	7	2	6	4	2	5	36	уаиэуоэаиааоиоаоаооэуиэоэааоаэ	14	2	3	0	0	1	1	15	8	5	0	1	3	0	1	0	0	8	3	5	6	4	0
0	p2	9	уаиэуо	0	PSAVSCSMV	1	1	0	0	0	0	3	2	1	0	0	1	0	1	0	1	2	1	1	1	0	34	оаааээыаыэооаыоиааоаэаэууааоыо	17	0	0	0	0	1	0	10	8	8	3	1	1	1	2	0	0	7	2	8	5	1	4	34	эаиааоиоаоаооэуиэоэааоаэоаэаои	18	2	2	0	0	1	1	13	8	5	1	2	3	0	0	0	0	9	1	5	6	4	0
0	p2	7	эаиаао	1	PSSVSVS	1	0	0	0	1	0	4	2	0	0	0	1	0	0	0	1	0	0	1	1	0	37	уаиэуооаааээыаыэооаыоиааоаэаэу	12	1	1	0	0	1	0	11	9	6	3	1	2	1	3	0	0	6	3	6	6	2	3	34	иоаоаооэуиэоэааоаэоаэаоиоооиио	20	1	3	0	0	0	1	11	7	7	2	2	3	0	0	0	0	12	1	7	5	5	0
0	p2	6	иоаоао	5	SVMVSA	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	3	0	1	0	1	0	37	эаиааоуаиэуооаааээыаыэооаыоиаа	9	2	1	0	0	2	0	13	9	5	2	1	2	1	3	0	0	6	2	5	5	3	3	36	оэуиэоэааоаэоаэаоиоооииоэиоаао	17	1	3	0	2	0	1	12	7	6	3	2	4	1	0	0	0	11	1	6	6	5	0
0	p2	7	оэуиэо	4	SMVDASA	0	1	0	0	0	1	2	1	2	0	1	0	0	0	0	2	1	2	2	1	0	36	иоаоаоэаиааоуаиэуооаааээыаыэоо	11	2	1	0	0	2	0	13	9	5	1	1	2	1	2	0	0	8	2	5	5	3	2	35	эааоаэоаэаоиоооииоэиоааоаииоии	18	1	2	0	2	0	0	12	7	5	3	1	5	1	0	0	0	10	0	5	4	8	0
0	p2	7	эааоаэ	4	SSAPSVS	0	1	0	0	0	0	4	1	1	0	0	1	0	0	0	1	0	1	2	0	0	35	оэуиэоиоаоаоэаиааоуаиэуооаааээ	14	2	2	0	0	1	1	14	7	6	0	1	2	0	2	0	0	8	3	6	6	4	0	35	оаэаоиоооииоэиоааоаииоииаиэоыо	17	1	2	0	2	0	0	10	6	6	4	1	5	1	0	0	0	11	0	6	3	9	1
0	p2	7	оаэаои	4	MVBVPAS	1	0	0	0	0	0	1	2	1	1	1	1	0	0	0	2	0	1	1	1	0	36	эааоаэоэуиэоиоаоаоэаиааоуаиэуо	14	2	3	0	0	1	1	15	8	5	0	1	3	0	1	0	0	8	3	5	6	4	0	34	оооииоэиоааоаииоииаиэоыоооауаи	19	0	2	0	2	0	0	12	6	6	3	0	4	1	0	0	0	11	1	6	2	9	1
0	p2	7	оооиио	3	SAVBSPA	0	1	0	0	0	0	2	1	2	1	0	1	0	0	0	4	0	2	0	2	0	34	оаэаоиэааоаэоэуиэоиоаоаоэаиаао	18	2	2	0	0	1	1	13	8	5	1	2	3	0	0	0	0	9	1	5	6	4	0	36	эиоааоаииоииаиэоыоооауаиооэиуи	16	0	1	0	2	0	0	13	5	6	3	0	4	1	1	0	0	9	2	6	3	9	1
0	p2	8	эиоаао	2	SPSBVRVS	0	0	0	2	0	0	3	2	0	1	0	1	1	0	0	2	0	0	1	1	0	34	оооииооаэаоиэааоаэоэуиэоиоаоао	20	1	3	0	0	0	1	11	7	7	2	2	3	0	0	0	0	12	1	7	5	5	0	37	аииоииаиэоыоооауаиооэиуиаоаэоа	14	0	1	0	0	0	0	14	4	7	2	0	4	0	1	0	0	9	2	7	3	8	1
0	p2	6	аииоии	5	PMSSAV	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	1	0	1	0	4	0	36	эиоааооооииооаэаоиэааоаэоэуиэо	17	1	3	0	2	0	1	12	7	6	3	2	4	1	0	0	0	11	1	6	6	5	0	40	аиэоыоооауаиооэиуиаоаэоааоаиоа	9	0	2	0	0	0	0	14	3	8	4	0	4	0	2	0	0	10	2	8	3	5	1
0	p2	7	аиэоыо	3	SBMAPAS	0	1	0	0	0	0	2	0	2	1	0	1	0	0	0	2	0	2	1	1	1	35	аииоииэиоааооооииооаэаоиэааоаэ	18	1	2	0	2	0	0	12	7	5	3	1	5	1	0	0	0	10	0	5	4	8	0	40	ооауаиооэиуиаоаэоааоаиоаиээууа	9	0	1	0	0	0	0	14	5	7	4	0	3	1	2	0	0	8	4	7	4	5	0
0	p2	6	ооауаи	6	SVAVSS	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	2	1	1	0	1	0	35	аиэоыоаииоииэиоааооооииооаэаои	17	1	2	0	2	0	0	10	6	6	4	1	5	1	0	0	0	11	0	6	3	9	1	44	ооэиуиаоаэоааоаиоаиээууаэиааоо	3	0	2	0	0	0	1	14	4	7	5	0	4	2	3	0	0	8	3	7	5	5	0
0	p2	9	ооэиуи	0	BPMSSCAAS	0	0	0	0	0	0	3	0	2	1	0	1	0	1	0	2	1	2	1	2	0	34	ооауаиаиэоыоаииоииэиоааооооиио	19	0	2	0	2	0	0	12	6	6	3	0	4	1	0	0	0	11	1	6	2	9	1	44	аоаэоааоаиоаиээууаэиааооуииоэу	3	1	2	0	0	0	1	13	5	6	4	1	5	3	2	0	0	7	4	6	5	5	0
0	p2	9	аоаэоа	0	ASSPMSMSV	0	0	0	0	0	0	4	1	1	0	0	1	0	0	0	2	0	1	1	0	0	36	ооэиуиооауаиаиэоыоаииоииэиоаао	16	0	1	0	2	0	0	13	5	6	3	0	4	1	1	0	0	9	2	6	3	9	1	45	аоаиоаиээууаэиааооуииоэуоуоаоа	3	1	2	0	1	0	1	12	7	5	4	1	6	4	3	0	0	8	5	5	4	5	0
0	p2	9	аоаиоа	0	BMBCAASPS	0	1	0	0	0	0	2	0	2	2	0	1	0	1	0	2	0	2	0	1	0	37	аоаэоаооэиуиооауаиаиэоыоаииоии	14	0	1	0	0	0	0	14	4	7	2	0	4	0	1	0	0	9	2	7	3	8	1	45	иээууаэиааооуииоэуоуоаоаэуаиэы	3	1	1	0	1	1	1	10	9	5	2	3	6	5	2	0	0	6	6	5	6	5	1
0	p2	7	иээууа	3	VBSAVRS	0	0	0	0	0	0	2	2	1	1	0	0	1	0	0	0	2	1	2	1	0	40	аоаиоааоаэоаооэиуиооауаиаиэоыо	9	0	2	0	0	0	0	14	3	8	4	0	4	0	2	0	0	10	2	8	3	5	1	47	эиааооуииоэуоуоаоаэуаиэыаэуиоа	0	1	2	0	1	1	1	11	9	4	1	5	7	4	3	0	0	7	5	4	5	5	1
0	p2	10	эиааоо	0	BVRSACPSDS	0	1	0	0	0	1	3	1	1	1	0	1	1	1	0	2	0	1	1	1	0	40	иээууааоаиоааоаэоаооэиуиооауаи	9	0	1	0	0	0	0	14	5	7	4	0	3	1	2	0	0	8	4	7	4	5	0	45	уииоэуоуоаоаэуаиэыаэуиоаэииааы	2	1	1	0	1	1	0	10	9	4	2	5	7	3	2	0	0	5	5	4	5	6	2
0	p2	9	уииоэу	0	SMRPMVPSA	1	0	0	0	0	0	2	1	1	0	1	2	1	0	0	1	2	1	1	2	0	44	эиааооиээууааоаиоааоаэоаооэиуи	3	0	2	0	0	0	1	14	4	7	5	0	4	2	3	0	0	8	3	7	5	5	0	44	оуоаоаэуаиэыаэуиоаэииааыаоиоаэ	4	0	1	0	1	2	0	11	10	4	2	5	6	2	2	0	0	6	3	4	5	5	2
0	p2	10	оуоаоа	0	PSCPSVSVRV	0	0	0	1	0	0	3	3	0	0	0	2	1	1	0	3	1	0	0	0	0	44	уииоэуэиааооиээууааоаиоааоаэоа	3	1	2	0	0	0	1	13	5	6	4	1	5	3	2	0	0	7	4	6	5	5	0	41	эуаиэыаэуиоаэииааыаоиоаэаиэуао	5	0	2	0	0	2	0	11	8	5	3	5	5	1	1	0	0	4	3	5	6	6	2
0	p2	9	эуаиэы	0	APMVMRAVM	0	0	0	0	1	0	0	2	2	0	2	1	1	0	0	0	1	2	2	1	1	45	оуоаоауииоэуэиааооиээууааоаиоа	3	1	2	0	1	0	1	12	7	5	4	1	6	4	3	0	0	8	5	5	4	5	0	39	аэуиоаэииааыаоиоаэаиэуаоаааэоо	7	1	2	0	0	1	0	15	6	5	3	3	5	0	1	0	0	6	2	5	5	5	1
0	p2	9	аэуиоа	0	VCSPMVSSM	0	1	0	0	0	0	3	2	0	0	2	1	0	1	0	1	1	0	1	1	0	45	эуаиэыоуоаоауииоэуэиааооиээууа	3	1	1	0	1	1	1	10	9	5	2	3	6	5	2	0	0	6	6	5	6	5	1	41	эииааыаоиоаэаиэуаоаааэооаоаооа	7	1	1	0	0	1	0	14	6	6	3	2	7	0	1	0	0	8	1	6	4	4	1
0	p2	8	эииааы	2	ABSPSVMB	0	0	0	0	0	0	2	1	1	2	0	1	0	0	0	0	0	1	1	2	1	47	аэуиоаэуаиэыоуоаоауииоэуэиааоо	0	1	2	0	1	1	1	11	9	4	1	5	7	4	3	0	0	7	5	4	5	5	1	40	аоиоаэаиэуаоаааэооаоаооааооиэа	6	1	1	0	0	1	0	13	7	6	2	3	7	0	1	0	0	10	1	6	4	3	0
0	p2	8	аоиоаэ	2	VMSASVPS	0	0	0	0	1	0	3	2	1	0	1	1	0	0	0	2	0	1	1	1	0	45	эииааыаэуиоаэуаиэыоуоаоауииоэу	2	1	1	0	1	1	0	10	9	4	2	5	7	3	2	0	0	5	5	4	5	6	2	39	аиэуаоаааэооаоаооааооиэаоаауэи	4	1	1	0	0	0	0	12	6	7	2	2	8	0	1	0	0	9	2	7	4	3	0
0	p2	7	аиэуао	1	VBPSASS	0	1	0	0	0	0	3	1	1	1	0	1	0	0	0	1	1	1	1	1	0	44	аоиоаээииааыаэуиоаэуаиэыоуоаоа	4	0	1	0	1	2	0	11	10	4	2	5	6	2	2	0	0	6	3	4	5	5	2	40	аааэооаоаооааооиэаоаауэииэаэии	3	2	0	0	0	0	0	12	6	7	1	3	9	0	1	0	0	8	1	7	5	5	0
0	p2	7	аааэоо	2	PSASSSA	1	0	0	0	0	0	4	0	2	0	0	1	0	0	0	2	0	2	1	0	0	41	аиэуаоаоиоаээииааыаэуиоаэуаиэы	5	0	2	0	0	2	0	11	8	5	3	5	5	1	1	0	0	4	3	5	6	6	2	39	аоаооааооиэаоаауэииэаэииэаоиои	6	1	0	0	0	0	0	10	7	6	2	3	9	0	1	0	0	8	1	6	5	7	0
0	p2	11	аоаооа	0	VPSCPASPMVM	0	0	0	0	0	0	2	2	1	0	1	3	0	1	0	3	0	1	0	0	0	39	аааэооаиэуаоаоиоаээииааыаэуиоа	7	1	2	0	0	1	0	15	6	5	3	3	5	0	1	0	0	6	2	5	5	5	1	35	аооиэаоаауэииэаэииэаоиоиэооыоа	8	1	0	0	0	0	0	9	6	5	3	3	7	0	1	0	0	8	1	5	6	7	1
